request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141944&c-t-p=2,c-t-id,141944,"ADERHOLT, ROBERT",c-t-eid,14087235,"ADERHOLT, ROBERT",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2012,2012,c-r-t,1,Standard,c-r-osid,14979,"US HOUSE DISTRICT AL 004",c-t-ico,I,Incumbent,914,1126285.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142085&c-t-p=2,c-t-id,142085,"POSEY, BILL",c-t-eid,12998616,"POSEY, BILL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15069,"US HOUSE DISTRICT FL 008",c-t-ico,I,Incumbent,1115,1124388.81
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=163454&c-t-p=2,c-t-id,163454,"BUCSHON, LARRY D",c-t-eid,7004017,"BUCSHON, LARRY D",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2014,2014,c-r-t,1,Standard,c-r-osid,15136,"US HOUSE DISTRICT IN 008",c-t-ico,I,Incumbent,891,1123260.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160425&c-t-p=1,c-t-id,160425,"LOEBSACK, DAVID WAYNE (DAVE)",c-t-eid,6321205,"LOEBSACK, DAVID WAYNE (DAVE)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IA,IA,y,2010,2010,c-r-t,1,Standard,c-r-osid,15106,"US HOUSE DISTRICT IA 002",c-t-ico,I,Incumbent,2504,1120940.65
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141015&c-t-p=1,c-t-id,141015,"SANCHEZ, LINDA T",c-t-eid,17657762,"SANCHEZ, LINDA T",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15033,"US HOUSE DISTRICT CA 038",c-t-ico,I,Incumbent,807,1120923.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=196200&c-t-p=1,c-t-id,196200,"CARSON, ANDRE D",c-t-eid,17658782,"CARSON, ANDRE D",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IN,IN,y,2016,2016,c-r-t,1,Standard,c-r-osid,15135,"US HOUSE DISTRICT IN 007",c-t-ico,I,Incumbent,1138,1120630.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160193&c-t-p=1,c-t-id,160193,"DOGGETT, LLOYD",c-t-eid,17658622,"DOGGETT, LLOYD",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TX,TX,y,2010,2010,c-r-t,1,Standard,c-r-osid,15360,"US HOUSE DISTRICT TX 025",c-t-ico,I,Incumbent,944,1120378.84
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160175&c-t-p=2,c-t-id,160175,"LOBIONDO, FRANK A",c-t-eid,17658180,"LOBIONDO, FRANK A",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2010,2010,c-r-t,1,Standard,c-r-osid,15228,"US HOUSE DISTRICT NJ 002",c-t-ico,I,Incumbent,1293,1120074.12
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160478&c-t-p=1,c-t-id,160478,"KISSELL, LARRY W",c-t-eid,17658691,"KISSELL, LARRY W",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NC,NC,y,2010,2010,c-r-t,1,Standard,c-r-osid,15215,"US HOUSE DISTRICT NC 008",c-t-ico,I,Incumbent,1061,1120022.10
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141827&c-t-p=1,c-t-id,141827,"DOUGLASS, JOHN WADE",c-t-eid,17658531,"DOUGLASS, JOHN WADE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15380,"US HOUSE DISTRICT VA 005",c-t-ico,C,Challenger,2023,1120021.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160259&c-t-p=1,c-t-id,160259,"LEE, BARBARA",c-t-eid,17658745,"LEE, BARBARA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2010,2010,c-r-t,1,Standard,c-r-osid,15004,"US HOUSE DISTRICT CA 009",c-t-ico,I,Incumbent,1170,1119268.55
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142086&c-t-p=2,c-t-id,142086,"ROONEY, TOM",c-t-eid,17658770,"ROONEY, TOM",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15078,"US HOUSE DISTRICT FL 017",c-t-ico,I,Incumbent,1009,1119103.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=161440&c-t-p=2,c-t-id,161440,"ROKITA, THEODORE E (TODD)",c-t-eid,6592215,"ROKITA, THEODORE E (TODD)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2010,2010,c-r-t,1,Standard,c-r-osid,15132,"US HOUSE DISTRICT IN 004",c-t-ico,O,Open,1183,1118063.09
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=226841&c-t-p=2,c-t-id,226841,"PITTENGER, ROBERT M",c-t-eid,5956762,"PITTENGER, ROBERT M",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NC,NC,y,2018,2018,c-r-t,1,Standard,c-r-osid,15216,"US HOUSE DISTRICT NC 009",c-t-ico,I,Incumbent,873,1117737.93
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=227085&c-t-p=2,c-t-id,227085,"HOLLINGSWORTH, TREY",c-t-eid,38300304,"HOLLINGSWORTH, TREY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2018,2018,c-r-t,1,Standard,c-r-osid,15137,"US HOUSE DISTRICT IN 009",c-t-ico,I,Incumbent,819,1116720.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=178638&c-t-p=1,c-t-id,178638,"LANGEVIN, JAMES R",c-t-eid,5029414,"LANGEVIN, JAMES R",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,RI,RI,y,2014,2014,c-r-t,1,Standard,c-r-osid,15318,"US HOUSE DISTRICT RI 002",c-t-ico,I,Incumbent,1260,1116672.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=197923&c-t-p=2,c-t-id,197923,"MARINO, THOMAS ANTHONY (TOM)",c-t-eid,17657570,"MARINO, THOMAS ANTHONY (TOM)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,PA,PA,y,2016,2016,c-r-t,1,Standard,c-r-osid,15308,"US HOUSE DISTRICT PA 010",c-t-ico,I,Incumbent,989,1116369.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141572&c-t-p=2,c-t-id,141572,"SULLIVAN, JOHN A",c-t-eid,17658288,"SULLIVAN, JOHN A",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OK,OK,y,2012,2012,c-r-t,1,Standard,c-r-osid,15289,"US HOUSE DISTRICT OK 001",c-t-ico,I,Incumbent,1047,1114820.68
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142098&c-t-p=1,c-t-id,142098,"CARSON, ANDRE D",c-t-eid,17658782,"CARSON, ANDRE D",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IN,IN,y,2012,2012,c-r-t,1,Standard,c-r-osid,15135,"US HOUSE DISTRICT IN 007",c-t-ico,I,Incumbent,1283,1112955.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=199516&c-t-p=1,c-t-id,199516,"BISHOP JR, SANFORD D",c-t-eid,5134027,"BISHOP JR, SANFORD D",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,GA,GA,y,2016,2016,c-r-t,1,Standard,c-r-osid,15090,"US HOUSE DISTRICT GA 002",c-t-ico,I,Incumbent,735,1112689.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=173975&c-t-p=1,c-t-id,173975,"JEFFRIES, HAKEEM S",c-t-eid,13009236,"JEFFRIES, HAKEEM S",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2014,2014,c-r-t,1,Standard,c-r-osid,15253,"US HOUSE DISTRICT NY 008",c-t-ico,I,Incumbent,1158,1111373.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141528&c-t-p=1,c-t-id,141528,"NADLER, JERROLD L",c-t-eid,17658246,"NADLER, JERROLD L",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2012,2012,c-r-t,1,Standard,c-r-osid,15255,"US HOUSE DISTRICT NY 010",c-t-ico,I,Incumbent,989,1110978.07
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=179496&c-t-p=2,c-t-id,179496,"GARCIA, MARILINDA",c-t-eid,6670925,"GARCIA, MARILINDA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NH,NH,y,2014,2014,c-r-t,1,Standard,c-r-osid,15226,"US HOUSE DISTRICT NH 002",c-t-ico,C,Challenger,1033,1110733.79
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=140691&c-t-p=2,c-t-id,140691,"MESSER, LUKE",c-t-eid,6659146,"MESSER, LUKE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2012,2012,c-r-t,1,Standard,c-r-osid,15134,"US HOUSE DISTRICT IN 006",c-t-ico,O,Open,1045,1110657.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=228212&c-t-p=1,c-t-id,228212,"MYERS, CATHY",c-t-eid,44045239,"MYERS, CATHY",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2018,2018,c-r-t,1,Standard,c-r-osid,15398,"US HOUSE DISTRICT WI 001",c-t-ico,O,Open,2883,1110440.27
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=140669&c-t-p=2,c-t-id,140669,"SCOTT, JAMES AUSTIN (AUSTIN)",c-t-eid,6805076,"SCOTT, JAMES AUSTIN (AUSTIN)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,GA,GA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15096,"US HOUSE DISTRICT GA 008",c-t-ico,I,Incumbent,1158,1110397.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=193540&c-t-p=2,c-t-id,193540,"BABIN, BRIAN",c-t-eid,11282531,"BABIN, BRIAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2016,2016,c-r-t,1,Standard,c-r-osid,15371,"US HOUSE DISTRICT TX 036",c-t-ico,I,Incumbent,1179,1110134.62
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=171911&c-t-p=2,c-t-id,171911,"GIBBS, ROBERT BRIAN",c-t-eid,3104545,"GIBBS, ROBERT BRIAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2014,2014,c-r-t,1,Standard,c-r-osid,15279,"US HOUSE DISTRICT OH 007",c-t-ico,I,Incumbent,961,1109760.50
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=214525&c-t-p=2,c-t-id,214525,"THOMAS, MARY",c-t-eid,35972966,"THOMAS, MARY",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2016,2016,c-r-t,1,Standard,c-r-osid,15063,"US HOUSE DISTRICT FL 002",c-t-ico,O,Open,1183,1107471.31
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=192520&c-t-p=1,c-t-id,192520,"LUJAN, BEN RAY",c-t-eid,16109624,"LUJAN, BEN RAY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NM,NM,y,2010,2010,c-r-t,1,Standard,c-r-osid,15241,"US HOUSE DISTRICT NM 003",c-t-ico,I,Incumbent,1164,1106714.87
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=195153&c-t-p=1,c-t-id,195153,"KELLY, ROBIN",c-t-eid,2665398,"KELLY, ROBIN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2016,2016,c-r-t,1,Standard,c-r-osid,15112,"US HOUSE DISTRICT IL 002",c-t-ico,I,Incumbent,1088,1105671.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=166165&c-t-p=2,c-t-id,166165,"BABIN, BRIAN",c-t-eid,11282531,"BABIN, BRIAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2014,2014,c-r-t,1,Standard,c-r-osid,15371,"US HOUSE DISTRICT TX 036",c-t-ico,O,Open,972,1105609.37
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160344&c-t-p=2,c-t-id,160344,"NEUGEBAUER, RANDY",c-t-eid,17658627,"NEUGEBAUER, RANDY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2010,2010,c-r-t,1,Standard,c-r-osid,15354,"US HOUSE DISTRICT TX 019",c-t-ico,I,Incumbent,1040,1105130.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141482&c-t-p=1,c-t-id,141482,"GRIEGO, ERIC G",c-t-eid,13012919,"GRIEGO, ERIC G",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NM,NM,y,2012,2012,c-r-t,1,Standard,c-r-osid,15239,"US HOUSE DISTRICT NM 001",c-t-ico,O,Open,1924,1104452.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142138&c-t-p=2,c-t-id,142138,"LATTA, ROBERT E (BOB)",c-t-eid,3428798,"LATTA, ROBERT E (BOB)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2012,2012,c-r-t,1,Standard,c-r-osid,15277,"US HOUSE DISTRICT OH 005",c-t-ico,I,Incumbent,1143,1104082.31
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=211499&c-t-p=1,c-t-id,211499,"BUTTERFIELD JR, GEORGE KENNETH (GK)",c-t-eid,6135165,"BUTTERFIELD JR, GEORGE KENNETH (GK)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NC,NC,y,2016,2016,c-r-t,1,Standard,c-r-osid,15208,"US HOUSE DISTRICT NC 001",c-t-ico,I,Incumbent,807,1104048.86
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=226889&c-t-p=2,c-t-id,226889,"WILLIAMS, ROGER",c-t-eid,17658466,"WILLIAMS, ROGER",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2018,2018,c-r-t,1,Standard,c-r-osid,15360,"US HOUSE DISTRICT TX 025",c-t-ico,I,Incumbent,412,1104024.05
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=202134&c-t-p=1,c-t-id,202134,"MATSUI, DORIS",c-t-eid,17658638,"MATSUI, DORIS",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2016,2016,c-r-t,1,Standard,c-r-osid,15001,"US HOUSE DISTRICT CA 006",c-t-ico,I,Incumbent,731,1102778.11
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=161278&c-t-p=2,c-t-id,161278,"DENHAM, JEFF",c-t-eid,13008566,"DENHAM, JEFF",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2010,2010,c-r-t,1,Standard,c-r-osid,15014,"US HOUSE DISTRICT CA 019",c-t-ico,O,Open,885,1102229.96
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=226973&c-t-p=1,c-t-id,226973,"RICE, KATHLEEN M",c-t-eid,6510977,"RICE, KATHLEEN M",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2018,2018,c-r-t,1,Standard,c-r-osid,15249,"US HOUSE DISTRICT NY 004",c-t-ico,I,Incumbent,845,1101982.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=213297&c-t-p=2,c-t-id,213297,"GUILLORY, ELBERT LEE",c-t-eid,6484631,"GUILLORY, ELBERT LEE",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2016,2016,c-r-t,1,Standard,c-r-osid,15151,"US HOUSE DISTRICT LA 004",c-t-ico,O,Open,821,1101869.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=207843&c-t-p=1,c-t-id,207843,"KILDEE, DANIEL T",c-t-eid,520771,"KILDEE, DANIEL T",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MI,MI,y,2016,2016,c-r-t,1,Standard,c-r-osid,15177,"US HOUSE DISTRICT MI 005",c-t-ico,I,Incumbent,3200,1100942.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=203143&c-t-p=1,c-t-id,203143,"COLEMAN, BONNIE WATSON",c-t-eid,6389632,"COLEMAN, BONNIE WATSON",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2016,2016,c-r-t,1,Standard,c-r-osid,15238,"US HOUSE DISTRICT NJ 012",c-t-ico,I,Incumbent,1630,1100670.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=193509&c-t-p=2,c-t-id,193509,"FARENTHOLD, BLAKE",c-t-eid,37969978,"FARENTHOLD, BLAKE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2016,2016,c-r-t,1,Standard,c-r-osid,15362,"US HOUSE DISTRICT TX 027",c-t-ico,I,Incumbent,927,1100637.68
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160343&c-t-p=2,c-t-id,160343,"CONAWAY, MICHAEL (MIKE)",c-t-eid,11428119,"CONAWAY, MICHAEL (MIKE)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2010,2010,c-r-t,1,Standard,c-r-osid,15346,"US HOUSE DISTRICT TX 011",c-t-ico,I,Incumbent,1258,1100189.11
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=206876&c-t-p=1,c-t-id,206876,"FLORES, LUCY",c-t-eid,39827485,"FLORES, LUCY",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NV,NV,y,2016,2016,c-r-t,1,Standard,c-r-osid,15245,"US HOUSE DISTRICT NV 004",c-t-ico,O,Open,1780,1100133.85
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=141121&c-t-p=2,c-t-id,141121,"RADEL, TREY",c-t-eid,16253105,"RADEL, TREY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15080,"US HOUSE DISTRICT FL 019",c-t-ico,O,Open,814,1099976.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160389&c-t-p=1,c-t-id,160389,"HIGGINS, BRIAN",c-t-eid,4689854,"HIGGINS, BRIAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2010,2010,c-r-t,1,Standard,c-r-osid,15272,"US HOUSE DISTRICT NY 027",c-t-ico,I,Incumbent,1411,1099041.99
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=161047&c-t-p=2,c-t-id,161047,"BUCSHON, LARRY D",c-t-eid,7004017,"BUCSHON, LARRY D",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2010,2010,c-r-t,1,Standard,c-r-osid,15136,"US HOUSE DISTRICT IN 008",c-t-ico,O,Open,1114,1099032.28
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=193423&c-t-p=2,c-t-id,193423,"JOHNSON, SAM",c-t-eid,17658383,"JOHNSON, SAM",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2016,2016,c-r-t,1,Standard,c-r-osid,15338,"US HOUSE DISTRICT TX 003",c-t-ico,I,Incumbent,791,1098135.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=165500&c-t-p=2,c-t-id,165500,"ROGERS, MIKE",c-t-eid,6571477,"ROGERS, MIKE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,14978,"US HOUSE DISTRICT AL 003",c-t-ico,I,Incumbent,1033,1098040.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=220595&c-t-p=1,c-t-id,220595,"MENG, GRACE",c-t-eid,4676224,"MENG, GRACE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2016,2016,c-r-t,1,Standard,c-r-osid,15251,"US HOUSE DISTRICT NY 006",c-t-ico,I,Incumbent,1087,1097516.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160851&c-t-p=2,c-t-id,160851,"CORNILLES, ROB",c-t-eid,17662199,"CORNILLES, ROB",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OR,OR,y,2010,2010,c-r-t,1,Standard,c-r-osid,15294,"US HOUSE DISTRICT OR 001",c-t-ico,C,Challenger,1122,1096405.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=219147&c-t-p=2,c-t-id,219147,"RICE JR, HUGH THOMPSON (TOM)",c-t-eid,41759193,"RICE JR, HUGH THOMPSON (TOM)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,SC,SC,y,2016,2016,c-r-t,1,Standard,c-r-osid,15325,"US HOUSE DISTRICT SC 007",c-t-ico,I,Incumbent,858,1095692.94
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160399&c-t-p=1,c-t-id,160399,"CONYERS JR, JOHN",c-t-eid,17658680,"CONYERS JR, JOHN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MI,MI,y,2010,2010,c-r-t,1,Standard,c-r-osid,15186,"US HOUSE DISTRICT MI 014",c-t-ico,I,Incumbent,831,1095554.67
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=211925&c-t-p=2,c-t-id,211925,"YOUNG, DON E",c-t-eid,17658637,"YOUNG, DON E",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AK,AK,y,2016,2016,c-r-t,1,Standard,c-r-osid,14975,"US HOUSE DISTRICT AK 001",c-t-ico,I,Incumbent,1026,1094747.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=161502&c-t-p=2,c-t-id,161502,"GRIFFITH, H MORGAN",c-t-eid,6276976,"GRIFFITH, H MORGAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2010,2010,c-r-t,1,Standard,c-r-osid,15384,"US HOUSE DISTRICT VA 009",c-t-ico,C,Challenger,1113,1093786.34
